Continente;Ordem continente;País;Ordem país;UF;Ordem UF;Via de acesso;Ordem via de acesso;ano;Mês;Ordem mês;Chegadas
América do Sul;4;Bolívia;26;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;211
América do Sul;4;Chile;42;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;7884
América do Sul;4;Colômbia;48;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;26
América do Sul;4;Equador;63;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;13
América do Sul;4;Guiana Francesa;87;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;0
América do Sul;4;Paraguai;173;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;367
América do Sul;4;Peru;174;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;254
América do Sul;4;Guiana;86;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;0
América do Sul;4;Suriname;217;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;0
América do Sul;4;Uruguai;234;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;18250
América do Sul;4;Venezuela;238;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;9
Ásia;5;China;43;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;0
Ásia;5;Índia;113;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;0
Ásia;5;Israel;119;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;19
Ásia;5;Japão;122;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;1
Ásia;5;República da Coreia;184;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;10
Ásia;5;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;31
Europa;6;Alemanha;4;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;70
Europa;6;Áustria;15;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;6
Europa;6;Bélgica;21;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;2
Europa;6;Dinamarca;57;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;1
Europa;6;Espanha;67;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;50
Europa;6;Finlândia;73;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;1
Europa;6;França;74;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;46
Europa;6;Grécia;81;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;0
Europa;6;Holanda;92;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;7
Europa;6;Hungria;94;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;2
Europa;6;Reino Unido/ Inglaterra;182;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;5
Europa;6;Irlanda;117;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;31
Europa;6;Itália;120;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;4
Europa;6;Noruega;164;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;11
Europa;6;Polônia;177;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;5
Europa;6;Portugal;179;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;38
Europa;6;República Tcheca;187;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;0
Europa;6;Rússia;190;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;4
Europa;6;Suécia;215;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;29
Europa;6;Suíça;216;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;13
Europa;6;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;21
Oceania;7;Austrália;14;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;22
Oceania;7;Nova Zelândia;166;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;1
Oceania;7;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;0
Continente não especificado;8;Países não especificados;999;Rio Grande do Sul;21;Terrestre;2;2015;fevereiro;2;1
África;1;África do Sul;2;Rio Grande do Sul;21;Terrestre;2;2015;março;3;4
África;1;Angola;6;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
África;1;Cabo Verde;35;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
África;1;Nigéria;162;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
África;1;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;março;3;3
América Central e Caribe;2;Costa Rica;53;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
América Central e Caribe;2;Cuba;55;Rio Grande do Sul;21;Terrestre;2;2015;março;3;1
América Central e Caribe;2;Guatemala;84;Rio Grande do Sul;21;Terrestre;2;2015;março;3;1
América Central e Caribe;2;Panamá;170;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
América Central e Caribe;2;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;março;3;4
América do Norte;3;Canadá;38;Rio Grande do Sul;21;Terrestre;2;2015;março;3;5
América do Norte;3;Estados Unidos;68;Rio Grande do Sul;21;Terrestre;2;2015;março;3;11
América do Norte;3;México;148;Rio Grande do Sul;21;Terrestre;2;2015;março;3;5
América do Sul;4;Argentina;11;Rio Grande do Sul;21;Terrestre;2;2015;março;3;61122
América do Sul;4;Bolívia;26;Rio Grande do Sul;21;Terrestre;2;2015;março;3;92
América do Sul;4;Chile;42;Rio Grande do Sul;21;Terrestre;2;2015;março;3;1723
América do Sul;4;Colômbia;48;Rio Grande do Sul;21;Terrestre;2;2015;março;3;21
América do Sul;4;Equador;63;Rio Grande do Sul;21;Terrestre;2;2015;março;3;14
América do Sul;4;Guiana Francesa;87;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
América do Sul;4;Paraguai;173;Rio Grande do Sul;21;Terrestre;2;2015;março;3;271
América do Sul;4;Peru;174;Rio Grande do Sul;21;Terrestre;2;2015;março;3;136
América do Sul;4;Guiana;86;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
América do Sul;4;Suriname;217;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
América do Sul;4;Uruguai;234;Rio Grande do Sul;21;Terrestre;2;2015;março;3;28153
América do Sul;4;Venezuela;238;Rio Grande do Sul;21;Terrestre;2;2015;março;3;8
Ásia;5;China;43;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
Ásia;5;Índia;113;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
Ásia;5;Israel;119;Rio Grande do Sul;21;Terrestre;2;2015;março;3;11
Ásia;5;Japão;122;Rio Grande do Sul;21;Terrestre;2;2015;março;3;3
Ásia;5;República da Coreia;184;Rio Grande do Sul;21;Terrestre;2;2015;março;3;4
Ásia;5;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;março;3;29
Europa;6;Alemanha;4;Rio Grande do Sul;21;Terrestre;2;2015;março;3;71
Europa;6;Áustria;15;Rio Grande do Sul;21;Terrestre;2;2015;março;3;1
Europa;6;Bélgica;21;Rio Grande do Sul;21;Terrestre;2;2015;março;3;2
Europa;6;Dinamarca;57;Rio Grande do Sul;21;Terrestre;2;2015;março;3;1
Europa;6;Espanha;67;Rio Grande do Sul;21;Terrestre;2;2015;março;3;45
Europa;6;Finlândia;73;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
Europa;6;França;74;Rio Grande do Sul;21;Terrestre;2;2015;março;3;29
Europa;6;Grécia;81;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
Europa;6;Holanda;92;Rio Grande do Sul;21;Terrestre;2;2015;março;3;8
Europa;6;Hungria;94;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
Europa;6;Reino Unido/ Inglaterra;182;Rio Grande do Sul;21;Terrestre;2;2015;março;3;1
Europa;6;Irlanda;117;Rio Grande do Sul;21;Terrestre;2;2015;março;3;37
Europa;6;Itália;120;Rio Grande do Sul;21;Terrestre;2;2015;março;3;5
Europa;6;Noruega;164;Rio Grande do Sul;21;Terrestre;2;2015;março;3;4
Europa;6;Polônia;177;Rio Grande do Sul;21;Terrestre;2;2015;março;3;3
Europa;6;Portugal;179;Rio Grande do Sul;21;Terrestre;2;2015;março;3;27
Europa;6;República Tcheca;187;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
Europa;6;Rússia;190;Rio Grande do Sul;21;Terrestre;2;2015;março;3;3
Europa;6;Suécia;215;Rio Grande do Sul;21;Terrestre;2;2015;março;3;14
Europa;6;Suíça;216;Rio Grande do Sul;21;Terrestre;2;2015;março;3;7
Europa;6;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;março;3;14
Oceania;7;Austrália;14;Rio Grande do Sul;21;Terrestre;2;2015;março;3;9
Oceania;7;Nova Zelândia;166;Rio Grande do Sul;21;Terrestre;2;2015;março;3;1
Oceania;7;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
Continente não especificado;8;Países não especificados;999;Rio Grande do Sul;21;Terrestre;2;2015;março;3;0
África;1;África do Sul;2;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;6
África;1;Angola;6;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;2
África;1;Cabo Verde;35;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
África;1;Nigéria;162;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
África;1;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
América Central e Caribe;2;Costa Rica;53;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
América Central e Caribe;2;Cuba;55;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
América Central e Caribe;2;Guatemala;84;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
América Central e Caribe;2;Panamá;170;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;1
América Central e Caribe;2;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;5
América do Norte;3;Canadá;38;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;2
América do Norte;3;Estados Unidos;68;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;9
América do Norte;3;México;148;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;14
América do Sul;4;Argentina;11;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;18128
América do Sul;4;Bolívia;26;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;96
América do Sul;4;Chile;42;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;1040
América do Sul;4;Colômbia;48;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;21
América do Sul;4;Equador;63;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;4
América do Sul;4;Guiana Francesa;87;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
América do Sul;4;Paraguai;173;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;327
América do Sul;4;Peru;174;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;101
América do Sul;4;Guiana;86;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
América do Sul;4;Suriname;217;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
América do Sul;4;Uruguai;234;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;7798
América do Sul;4;Venezuela;238;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;15
Ásia;5;China;43;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
Ásia;5;Índia;113;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
Ásia;5;Israel;119;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;2
Ásia;5;Japão;122;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;1
Ásia;5;República da Coreia;184;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;3
Ásia;5;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;16
Europa;6;Alemanha;4;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;42
Europa;6;Áustria;15;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;5
Europa;6;Bélgica;21;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;2
Europa;6;Dinamarca;57;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;1
Europa;6;Espanha;67;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;32
Europa;6;Finlândia;73;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
Europa;6;França;74;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;25
Europa;6;Grécia;81;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
Europa;6;Holanda;92;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;3
Europa;6;Hungria;94;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
Europa;6;Reino Unido/ Inglaterra;182;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;1
Europa;6;Irlanda;117;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;10
Europa;6;Itália;120;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;3
Europa;6;Noruega;164;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;3
Europa;6;Polônia;177;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;1
Europa;6;Portugal;179;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;32
Europa;6;República Tcheca;187;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
Europa;6;Rússia;190;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;1
Europa;6;Suécia;215;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;6
Europa;6;Suíça;216;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;5
Europa;6;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;10
Oceania;7;Austrália;14;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;7
Oceania;7;Nova Zelândia;166;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;1
Oceania;7;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
Continente não especificado;8;Países não especificados;999;Rio Grande do Sul;21;Terrestre;2;2015;abril;4;0
África;1;África do Sul;2;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;7
África;1;Angola;6;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;1
África;1;Cabo Verde;35;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
África;1;Nigéria;162;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
África;1;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
América Central e Caribe;2;Costa Rica;53;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
América Central e Caribe;2;Cuba;55;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
América Central e Caribe;2;Guatemala;84;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
América Central e Caribe;2;Panamá;170;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;2
América Central e Caribe;2;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
América do Norte;3;Canadá;38;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;3
América do Norte;3;Estados Unidos;68;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;8
América do Norte;3;México;148;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;8
América do Sul;4;Argentina;11;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;8118
América do Sul;4;Bolívia;26;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;53
América do Sul;4;Chile;42;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;1374
América do Sul;4;Colômbia;48;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;16
América do Sul;4;Equador;63;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;9
América do Sul;4;Guiana Francesa;87;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
América do Sul;4;Paraguai;173;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;156
América do Sul;4;Peru;174;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;67
América do Sul;4;Guiana;86;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
América do Sul;4;Suriname;217;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
América do Sul;4;Uruguai;234;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;5921
América do Sul;4;Venezuela;238;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;6
Ásia;5;China;43;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
Ásia;5;Índia;113;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
Ásia;5;Israel;119;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;1
Ásia;5;Japão;122;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;1
Ásia;5;República da Coreia;184;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;3
Ásia;5;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;2
Europa;6;Alemanha;4;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;36
Europa;6;Áustria;15;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;1
Europa;6;Bélgica;21;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;2
Europa;6;Dinamarca;57;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
Europa;6;Espanha;67;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;18
Europa;6;Finlândia;73;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
Europa;6;França;74;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;14
Europa;6;Grécia;81;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
Europa;6;Holanda;92;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;4
Europa;6;Hungria;94;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
Europa;6;Reino Unido/ Inglaterra;182;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;2
Europa;6;Irlanda;117;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;5
Europa;6;Itália;120;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;5
Europa;6;Noruega;164;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;7
Europa;6;Polônia;177;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;2
Europa;6;Portugal;179;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;38
Europa;6;República Tcheca;187;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
Europa;6;Rússia;190;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;2
Europa;6;Suécia;215;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;1
Europa;6;Suíça;216;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;4
Europa;6;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;4
Oceania;7;Austrália;14;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;11
Oceania;7;Nova Zelândia;166;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;1
Oceania;7;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
Continente não especificado;8;Países não especificados;999;Rio Grande do Sul;21;Terrestre;2;2015;maio;5;0
África;1;África do Sul;2;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;13
África;1;Angola;6;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
África;1;Cabo Verde;35;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
África;1;Nigéria;162;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
África;1;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
América Central e Caribe;2;Costa Rica;53;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
América Central e Caribe;2;Cuba;55;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
América Central e Caribe;2;Guatemala;84;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
América Central e Caribe;2;Panamá;170;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;2
América Central e Caribe;2;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;2
América do Norte;3;Canadá;38;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;1
América do Norte;3;Estados Unidos;68;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;13
América do Norte;3;México;148;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;7
América do Sul;4;Argentina;11;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;5638
América do Sul;4;Bolívia;26;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;20
América do Sul;4;Chile;42;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;660
América do Sul;4;Colômbia;48;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;14
América do Sul;4;Equador;63;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;6
América do Sul;4;Guiana Francesa;87;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
América do Sul;4;Paraguai;173;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;192
América do Sul;4;Peru;174;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;41
América do Sul;4;Guiana;86;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
América do Sul;4;Suriname;217;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
América do Sul;4;Uruguai;234;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;6813
América do Sul;4;Venezuela;238;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;2
Ásia;5;China;43;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
Ásia;5;Índia;113;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
Ásia;5;Israel;119;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;1
Ásia;5;Japão;122;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;1
Ásia;5;República da Coreia;184;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;1
Ásia;5;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;31
Europa;6;Alemanha;4;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;20
Europa;6;Áustria;15;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;1
Europa;6;Bélgica;21;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;2
Europa;6;Dinamarca;57;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;1
Europa;6;Espanha;67;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;14
Europa;6;Finlândia;73;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
Europa;6;França;74;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;16
Europa;6;Grécia;81;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
Europa;6;Holanda;92;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;2
Europa;6;Hungria;94;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
Europa;6;Reino Unido/ Inglaterra;182;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;2
Europa;6;Irlanda;117;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;9
Europa;6;Itália;120;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;1
Europa;6;Noruega;164;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;1
Europa;6;Polônia;177;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;1
Europa;6;Portugal;179;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;27
Europa;6;República Tcheca;187;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
Europa;6;Rússia;190;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
Europa;6;Suécia;215;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;4
Europa;6;Suíça;216;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;3
Europa;6;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;4
Oceania;7;Austrália;14;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;16
Oceania;7;Nova Zelândia;166;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;1
Oceania;7;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
Continente não especificado;8;Países não especificados;999;Rio Grande do Sul;21;Terrestre;2;2015;junho;6;0
África;1;África do Sul;2;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;8
África;1;Angola;6;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;0
África;1;Cabo Verde;35;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;4
África;1;Nigéria;162;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;0
África;1;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;1
América Central e Caribe;2;Costa Rica;53;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;0
América Central e Caribe;2;Cuba;55;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;0
América Central e Caribe;2;Guatemala;84;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;0
América Central e Caribe;2;Panamá;170;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;0
América Central e Caribe;2;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;6
América do Norte;3;Canadá;38;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;2
América do Norte;3;Estados Unidos;68;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;11
América do Norte;3;México;148;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;23
América do Sul;4;Argentina;11;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;16093
América do Sul;4;Bolívia;26;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;46
América do Sul;4;Chile;42;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;1419
América do Sul;4;Colômbia;48;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;19
América do Sul;4;Equador;63;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;8
América do Sul;4;Guiana Francesa;87;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;0
América do Sul;4;Paraguai;173;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;260
América do Sul;4;Peru;174;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;117
América do Sul;4;Guiana;86;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;0
América do Sul;4;Suriname;217;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;0
América do Sul;4;Uruguai;234;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;7281
América do Sul;4;Venezuela;238;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;5
Ásia;5;China;43;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;0
Ásia;5;Índia;113;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;0
Ásia;5;Israel;119;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;2
Ásia;5;Japão;122;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;1
Ásia;5;República da Coreia;184;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;3
Ásia;5;Outros países;998;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;13
Europa;6;Alemanha;4;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;24
Europa;6;Áustria;15;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;3
Europa;6;Bélgica;21;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;1
Europa;6;Dinamarca;57;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;1
Europa;6;Espanha;67;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;19
Europa;6;Finlândia;73;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;0
Europa;6;França;74;Rio Grande do Sul;21;Terrestre;2;2015;julho;7;21
